Country,Region,Urban,Origin,Year1,Year2,Age,AgeInt,AgeDef,Vitality,   ASFR,   CPFR,Collection,SourceType,   RefCode,Note,Split
    NOR,     .,    .,     ., 1946, 1946, 14,   -99,   ACY,       1,0.00002,0.00000,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1946, 1946, 15,     1,   ACY,       1,0.00031,0.00002,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1946, 1946, 16,     1,   ACY,       1,0.00441,0.00033,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 17,     1,   ACY,       1,0.01449,0.00474,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 18,     1,   ACY,       1,0.02983,0.01923,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 19,     1,   ACY,       1,0.04816,0.04906,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 20,     1,   ACY,       1,0.06700,0.09722,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 21,     1,   ACY,       1,0.08512,0.16422,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 22,     1,   ACY,       1,0.10212,0.24934,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 23,     1,   ACY,       1,0.11764,0.35146,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 24,     1,   ACY,       1,0.13204,0.46910,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 25,     1,   ACY,       1,0.14316,0.60114,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 26,     1,   ACY,       1,0.14977,0.74430,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 27,     1,   ACY,       1,0.15467,0.89407,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 28,     1,   ACY,       1,0.15992,1.04874,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 29,     1,   ACY,       1,0.16241,1.20866,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 30,     1,   ACY,       1,0.15867,1.37107,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 31,     1,   ACY,       1,0.15135,1.52974,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 32,     1,   ACY,       1,0.14417,1.68109,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 33,     1,   ACY,       1,0.13808,1.82526,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 34,     1,   ACY,       1,0.13075,1.96334,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 35,     1,   ACY,       1,0.12122,2.09409,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 36,     1,   ACY,       1,0.11022,2.21531,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 37,     1,   ACY,       1,0.09793,2.32553,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 38,     1,   ACY,       1,0.08494,2.42346,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 39,     1,   ACY,       1,0.07251,2.50840,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 40,     1,   ACY,       1,0.06024,2.58091,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 41,     1,   ACY,       1,0.04673,2.64115,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 42,     1,   ACY,       1,0.03235,2.68788,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 43,     1,   ACY,       1,0.01991,2.72023,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 44,     1,   ACY,       1,0.01166,2.74014,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 45,     1,   ACY,       1,0.00697,2.75180,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 46,     1,   ACY,       1,0.00369,2.75877,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 47,     1,   ACY,       1,0.00152,2.76246,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 48,     1,   ACY,       1,0.00055,2.76398,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1946, 1946, 49,     1,   ACY,       1,0.00022,2.76453,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1946, 1946, 50,    99,   ACY,       1,0.00009,2.76475,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1947, 1947, 14,   -99,   ACY,       1,0.00000,0.00000,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1947, 1947, 15,     1,   ACY,       1,0.00005,0.00000,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1947, 1947, 16,     1,   ACY,       1,0.00377,0.00005,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 17,     1,   ACY,       1,0.01384,0.00382,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 18,     1,   ACY,       1,0.03126,0.01766,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 19,     1,   ACY,       1,0.05372,0.04892,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 20,     1,   ACY,       1,0.07617,0.10264,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 21,     1,   ACY,       1,0.09430,0.17881,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 22,     1,   ACY,       1,0.10919,0.27311,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 23,     1,   ACY,       1,0.12281,0.38230,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 24,     1,   ACY,       1,0.13394,0.50511,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 25,     1,   ACY,       1,0.14186,0.63905,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 26,     1,   ACY,       1,0.14781,0.78091,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 27,     1,   ACY,       1,0.15206,0.92872,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 28,     1,   ACY,       1,0.15271,1.08078,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 29,     1,   ACY,       1,0.14994,1.23349,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 30,     1,   ACY,       1,0.14489,1.38343,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 31,     1,   ACY,       1,0.13844,1.52832,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 32,     1,   ACY,       1,0.13151,1.66676,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 33,     1,   ACY,       1,0.12544,1.79827,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 34,     1,   ACY,       1,0.11882,1.92371,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 35,     1,   ACY,       1,0.10900,2.04253,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 36,     1,   ACY,       1,0.09759,2.15153,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 37,     1,   ACY,       1,0.08788,2.24912,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 38,     1,   ACY,       1,0.07922,2.33700,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 39,     1,   ACY,       1,0.06809,2.41622,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 40,     1,   ACY,       1,0.05474,2.48431,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 41,     1,   ACY,       1,0.04222,2.53905,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 42,     1,   ACY,       1,0.03186,2.58127,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 43,     1,   ACY,       1,0.02227,2.61313,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 44,     1,   ACY,       1,0.01352,2.63540,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 45,     1,   ACY,       1,0.00721,2.64892,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 46,     1,   ACY,       1,0.00361,2.65613,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 47,     1,   ACY,       1,0.00157,2.65974,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 48,     1,   ACY,       1,0.00057,2.66131,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1947, 1947, 49,     1,   ACY,       1,0.00018,2.66188,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1947, 1947, 50,    99,   ACY,       1,0.00006,2.66206,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1948, 1948, 14,   -99,   ACY,       1,0.00005,0.00000,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1948, 1948, 15,     1,   ACY,       1,0.00059,0.00005,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1948, 1948, 16,     1,   ACY,       1,0.00429,0.00064,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 17,     1,   ACY,       1,0.01448,0.00493,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 18,     1,   ACY,       1,0.03206,0.01941,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 19,     1,   ACY,       1,0.05518,0.05147,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 20,     1,   ACY,       1,0.07915,0.10665,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 21,     1,   ACY,       1,0.09869,0.18580,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 22,     1,   ACY,       1,0.11259,0.28449,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 23,     1,   ACY,       1,0.12417,0.39708,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 24,     1,   ACY,       1,0.13472,0.52125,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 25,     1,   ACY,       1,0.14200,0.65597,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 26,     1,   ACY,       1,0.14543,0.79797,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 27,     1,   ACY,       1,0.14756,0.94340,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 28,     1,   ACY,       1,0.14887,1.09096,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 29,     1,   ACY,       1,0.14637,1.23983,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 30,     1,   ACY,       1,0.13933,1.38620,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 31,     1,   ACY,       1,0.13180,1.52553,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 32,     1,   ACY,       1,0.12517,1.65733,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 33,     1,   ACY,       1,0.11828,1.78250,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 34,     1,   ACY,       1,0.11012,1.90078,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 35,     1,   ACY,       1,0.10097,2.01090,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 36,     1,   ACY,       1,0.09151,2.11187,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 37,     1,   ACY,       1,0.08216,2.20338,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 38,     1,   ACY,       1,0.07325,2.28554,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 39,     1,   ACY,       1,0.06356,2.35879,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 40,     1,   ACY,       1,0.05335,2.42235,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 41,     1,   ACY,       1,0.04250,2.47570,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 42,     1,   ACY,       1,0.03101,2.51820,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 43,     1,   ACY,       1,0.02033,2.54921,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 44,     1,   ACY,       1,0.01239,2.56954,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 45,     1,   ACY,       1,0.00714,2.58193,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 46,     1,   ACY,       1,0.00366,2.58907,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 47,     1,   ACY,       1,0.00157,2.59273,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 48,     1,   ACY,       1,0.00074,2.59430,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1948, 1948, 49,     1,   ACY,       1,0.00018,2.59504,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1948, 1948, 50,    99,   ACY,       1,0.00005,2.59522,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1949, 1949, 14,   -99,   ACY,       1,0.00004,0.00000,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1949, 1949, 15,     1,   ACY,       1,0.00046,0.00004,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1949, 1949, 16,     1,   ACY,       1,0.00422,0.00050,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 17,     1,   ACY,       1,0.01465,0.00472,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 18,     1,   ACY,       1,0.03207,0.01937,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 19,     1,   ACY,       1,0.05418,0.05144,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 20,     1,   ACY,       1,0.07773,0.10562,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 21,     1,   ACY,       1,0.09887,0.18335,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 22,     1,   ACY,       1,0.11437,0.28222,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 23,     1,   ACY,       1,0.12486,0.39659,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 24,     1,   ACY,       1,0.13400,0.52145,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 25,     1,   ACY,       1,0.14207,0.65545,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 26,     1,   ACY,       1,0.14623,0.79752,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 27,     1,   ACY,       1,0.14594,0.94375,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 28,     1,   ACY,       1,0.14327,1.08969,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 29,     1,   ACY,       1,0.13977,1.23296,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 30,     1,   ACY,       1,0.13485,1.37273,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 31,     1,   ACY,       1,0.12768,1.50758,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 32,     1,   ACY,       1,0.11959,1.63526,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 33,     1,   ACY,       1,0.11199,1.75485,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 34,     1,   ACY,       1,0.10379,1.86684,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 35,     1,   ACY,       1,0.09489,1.97063,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 36,     1,   ACY,       1,0.08623,2.06552,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 37,     1,   ACY,       1,0.07730,2.15175,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 38,     1,   ACY,       1,0.06720,2.22905,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 39,     1,   ACY,       1,0.05679,2.29625,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 40,     1,   ACY,       1,0.04645,2.35304,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 41,     1,   ACY,       1,0.03632,2.39949,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 42,     1,   ACY,       1,0.02742,2.43581,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 43,     1,   ACY,       1,0.01992,2.46323,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 44,     1,   ACY,       1,0.01311,2.48315,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 45,     1,   ACY,       1,0.00724,2.49626,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 46,     1,   ACY,       1,0.00325,2.50350,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 47,     1,   ACY,       1,0.00143,2.50675,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 48,     1,   ACY,       1,0.00069,2.50818,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1949, 1949, 49,     1,   ACY,       1,0.00020,2.50887,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1949, 1949, 50,    99,   ACY,       1,0.00006,2.50907,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1950, 1950, 14,   -99,   ACY,       1,0.00000,0.00000,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1950, 1950, 15,     1,   ACY,       1,0.00005,0.00000,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1950, 1950, 16,     1,   ACY,       1,0.00429,0.00005,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 17,     1,   ACY,       1,0.01590,0.00434,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 18,     1,   ACY,       1,0.03593,0.02024,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 19,     1,   ACY,       1,0.06026,0.05617,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 20,     1,   ACY,       1,0.08333,0.11643,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 21,     1,   ACY,       1,0.10311,0.19976,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 22,     1,   ACY,       1,0.12017,0.30287,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 23,     1,   ACY,       1,0.13345,0.42304,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 24,     1,   ACY,       1,0.14096,0.55649,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 25,     1,   ACY,       1,0.14453,0.69745,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 26,     1,   ACY,       1,0.14595,0.84198,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 27,     1,   ACY,       1,0.14500,0.98793,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 28,     1,   ACY,       1,0.14215,1.13293,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 29,     1,   ACY,       1,0.13790,1.27508,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 30,     1,   ACY,       1,0.13289,1.41298,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 31,     1,   ACY,       1,0.12653,1.54587,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 32,     1,   ACY,       1,0.11794,1.67240,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 33,     1,   ACY,       1,0.10826,1.79034,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 34,     1,   ACY,       1,0.09936,1.89860,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 35,     1,   ACY,       1,0.09106,1.99796,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 36,     1,   ACY,       1,0.08210,2.08902,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 37,     1,   ACY,       1,0.07329,2.17112,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 38,     1,   ACY,       1,0.06475,2.24441,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 39,     1,   ACY,       1,0.05513,2.30916,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 40,     1,   ACY,       1,0.04476,2.36429,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 41,     1,   ACY,       1,0.03448,2.40905,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 42,     1,   ACY,       1,0.02523,2.44353,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 43,     1,   ACY,       1,0.01787,2.46876,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 44,     1,   ACY,       1,0.01166,2.48663,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 45,     1,   ACY,       1,0.00645,2.49829,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 46,     1,   ACY,       1,0.00279,2.50474,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 47,     1,   ACY,       1,0.00125,2.50753,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 48,     1,   ACY,       1,0.00086,2.50878,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1950, 1950, 49,     1,   ACY,       1,0.00032,2.50964,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1950, 1950, 50,    99,   ACY,       1,0.00012,2.50996,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1951, 1951, 14,   -99,   ACY,       1,0.00006,0.00000,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1951, 1951, 15,     1,   ACY,       1,0.00067,0.00006,       ODE,  estimate,    NOR_01,   .,    2
    NOR,     .,    .,     ., 1951, 1951, 16,     1,   ACY,       1,0.00486,0.00073,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1951, 1951, 17,     1,   ACY,       1,0.01694,0.00559,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1951, 1951, 18,     1,   ACY,       1,0.03830,0.02253,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1951, 1951, 19,     1,   ACY,       1,0.06591,0.06083,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1951, 1951, 20,     1,   ACY,       1,0.09131,0.12674,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1951, 1951, 21,     1,   ACY,       1,0.10952,0.21805,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1951, 1951, 22,     1,   ACY,       1,0.12372,0.32757,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1951, 1951, 23,     1,   ACY,       1,0.13484,0.45129,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1951, 1951, 24,     1,   ACY,       1,0.14135,0.58613,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1951, 1951, 25,     1,   ACY,       1,0.14457,0.72748,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1951, 1951, 26,     1,   ACY,       1,0.14701,0.87205,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1951, 1951, 27,     1,   ACY,       1,0.14579,1.01906,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1951, 1951, 28,     1,   ACY,       1,0.14066,1.16485,       ODE,  estimate,    NOR_01,   .,    0
    NOR,     .,    .,     ., 1951, 1951, 29,     1,   ACY,       1,0.13407,1.30551,       ODE,  estimate,    NOR_01,   .,    0
